Id,Timestamp,Plant Type,Start Date,Age,Position,Status,Moisture (%),Temperature (°C),Atmospheric Pressure (Pa)
1,2023-09-06 17:07:06.787974,Eggplant,2023-06-13,85,"(1, 1, 1)",In Danger,21.800764173950256,28.491223530857667,99290.57301908045
2,2023-09-06 17:07:06.788111,Tomato,2023-08-10,27,"(2, 1, 1)",In Danger,28.265337332699794,22.15416633092386,98542.760439299
3,2023-09-06 17:07:06.788180,Cucumber,2023-02-25,193,"(3, 1, 1)",In Danger,27.763962299926682,24.736228276860693,94332.50740337696
4,2023-09-06 17:07:06.788240,Tomato,2023-01-28,221,"(4, 1, 1)",In Danger,24.4978966587167,36.35874055054635,97417.18582899867
5,2023-09-06 17:07:06.788297,Potato,2023-08-30,7,"(1, 2, 1)",In Danger,20.480879728350438,31.787270037242322,103707.78572892236
6,2023-09-06 17:07:06.788375,Tomato,2023-04-21,138,"(2, 2, 1)",In Danger,21.02355583151166,23.752167978027728,100951.65719602877
7,2023-09-06 17:07:06.788431,Cucumber,2023-07-13,55,"(3, 2, 1)",In Danger,26.17102548854582,28.36802798338879,96082.22054191653
8,2023-09-06 17:07:06.788488,Cucumber,2023-03-20,170,"(4, 2, 1)",In Danger,31.23222804678172,21.531279527844625,96512.5924085695
9,2023-09-06 17:07:06.788542,Potato,2023-05-13,116,"(1, 3, 1)",In Danger,22.995714028226118,23.608362085679946,96374.86334940545
10,2023-09-06 17:07:06.788596,Chili,2023-02-16,202,"(2, 3, 1)",In Danger,31.502153539369345,33.39071784946323,95885.57764745284
11,2023-09-06 17:07:06.788678,Eggplant,2023-06-20,78,"(3, 3, 1)",In Danger,30.89731307501886,33.842535662805055,96504.49941218006
12,2023-09-06 17:07:06.788736,Carrot,2023-02-11,207,"(4, 3, 1)",In Danger,29.91250139237018,28.028366568930345,98734.7184572196
