Id,Timestamp,Plant Type,Start Date,Age,Position,Status,Moisture (%),Temperature (°C),Atmospheric Pressure (Pa)
1,2023-09-06 16:45:42.260373,Eggplant,2023-06-13,85,"(1, 1, 1)",Healthy,59.75514435251788,22.209881778040803,98747.58829180663
2,2023-09-06 16:45:42.260468,Tomato,2023-08-10,27,"(2, 1, 1)",Healthy,61.14162078150051,21.78957093414703,99580.4407714585
3,2023-09-06 16:45:42.260522,Cucumber,2023-02-25,193,"(3, 1, 1)",In Danger,62.31528876098444,21.903042359008662,94717.57269622841
4,2023-09-06 16:45:42.260574,Tomato,2023-01-28,221,"(4, 1, 1)",Healthy,63.103963118833484,24.378723340401933,97379.47014940846
5,2023-09-06 16:45:42.260623,Potato,2023-08-30,7,"(1, 2, 1)",Healthy,62.19456374890854,25.01307977569498,103229.27752319131
6,2023-09-06 16:45:42.260688,Tomato,2023-04-21,138,"(2, 2, 1)",Healthy,59.31798904606507,22.389944038427462,101184.46255893738
7,2023-09-06 16:45:42.260736,Cucumber,2023-07-13,55,"(3, 2, 1)",Healthy,60.48881222772474,23.028865149501218,95767.95088516806
8,2023-09-06 16:45:42.260783,Cucumber,2023-03-20,170,"(4, 2, 1)",Healthy,63.565790930337315,21.341378655541394,95509.75279098228
9,2023-09-06 16:45:42.260829,Potato,2023-05-13,116,"(1, 3, 1)",Healthy,62.75978649799536,23.120862406870746,96480.42966758084
10,2023-09-06 16:45:42.260874,Chili,2023-02-16,202,"(2, 3, 1)",Healthy,60.34558942818559,24.110251373570133,95875.28855447302
11,2023-09-06 16:45:42.260921,Eggplant,2023-06-20,78,"(3, 3, 1)",Healthy,64.60110457304526,23.236374260701517,96259.99025406463
12,2023-09-06 16:45:42.260966,Carrot,2023-02-11,207,"(4, 3, 1)",Healthy,61.02380085106315,23.352442742300333,99190.45278128084
