Id,Timestamp,Plant Type,Start Date,Age,Position,Status,Moisture (%),Temperature (°C),Atmospheric Pressure (Pa)
1,2023-09-06 17:07:06.782562,Eggplant,2023-06-13,85,"(1, 1, 1)",In Danger,34.778898442777205,20.70091410110824,99377.08526695694
2,2023-09-06 17:07:06.782691,Tomato,2023-08-10,27,"(2, 1, 1)",Healthy,42.82205147856464,24.133152928643142,99025.16307447542
3,2023-09-06 17:07:06.782765,Cucumber,2023-02-25,193,"(3, 1, 1)",In Danger,47.54288902017997,19.370852703040363,94100.96335803455
4,2023-09-06 17:07:06.782830,Tomato,2023-01-28,221,"(4, 1, 1)",In Danger,41.564520047886596,31.289345930042288,97785.85356293787
5,2023-09-06 17:07:06.782892,Potato,2023-08-30,7,"(1, 2, 1)",In Danger,36.69826879999728,33.192607943254764,104261.13381056122
6,2023-09-06 17:07:06.782950,Tomato,2023-04-21,138,"(2, 2, 1)",In Danger,39.165859056399505,21.296949749871107,100791.31064974908
7,2023-09-06 17:07:06.783006,Cucumber,2023-07-13,55,"(3, 2, 1)",In Danger,38.76722836174798,25.094234255861256,96400.78136187344
8,2023-09-06 17:07:06.783062,Cucumber,2023-03-20,170,"(4, 2, 1)",Healthy,42.447557107627176,20.420171785836473,96378.92166112254
9,2023-09-06 17:07:06.783116,Potato,2023-05-13,116,"(1, 3, 1)",Healthy,41.622674280571204,22.03475644846702,95556.49087812773
10,2023-09-06 17:07:06.783171,Chili,2023-02-16,202,"(2, 3, 1)",In Danger,45.66353076979773,35.732823225687106,95139.43593785781
11,2023-09-06 17:07:06.783225,Eggplant,2023-06-20,78,"(3, 3, 1)",In Danger,44.30340870241176,36.43354147504231,96707.75837036948
12,2023-09-06 17:07:06.783278,Carrot,2023-02-11,207,"(4, 3, 1)",Healthy,46.56326378485634,25.15427617190385,98914.68352033333
