Id,Timestamp,Plant Type,Start Date,Age,Position,Status,Moisture (%),Temperature (°C),Atmospheric Pressure (Pa)
1,2023-09-06 17:07:06.769902,Eggplant,2023-06-13,85,"(1, 1, 1)",Healthy,69.07957960655887,22.586044892485816,98842.21496506203
2,2023-09-06 17:07:06.770072,Tomato,2023-08-10,27,"(2, 1, 1)",Healthy,74.60794530486046,24.30282863490999,98971.86115379792
3,2023-09-06 17:07:06.770145,Cucumber,2023-02-25,193,"(3, 1, 1)",In Danger,73.27603912853638,21.717020260001394,94945.65682051792
4,2023-09-06 17:07:06.770198,Tomato,2023-01-28,221,"(4, 1, 1)",Healthy,73.75314223890125,27.08104716909409,97849.21296388116
5,2023-09-06 17:07:06.770252,Potato,2023-08-30,7,"(1, 2, 1)",Healthy,71.57678369928479,27.524132156895487,103655.85630134326
6,2023-09-06 17:07:06.770307,Tomato,2023-04-21,138,"(2, 2, 1)",Healthy,68.09408500229496,24.88385907459001,100805.1574662656
7,2023-09-06 17:07:06.770362,Cucumber,2023-07-13,55,"(3, 2, 1)",Healthy,73.04030566785583,24.121800554360156,96353.78908902306
8,2023-09-06 17:07:06.770415,Cucumber,2023-03-20,170,"(4, 2, 1)",Healthy,73.55579177142467,22.590212036747445,95227.16044145936
9,2023-09-06 17:07:06.770467,Potato,2023-05-13,116,"(1, 3, 1)",Healthy,72.70120784183678,25.431994175853223,96646.5844038297
10,2023-09-06 17:07:06.770520,Chili,2023-02-16,202,"(2, 3, 1)",Healthy,71.46897224627297,26.036300795311654,96138.42969107322
11,2023-09-06 17:07:06.770573,Eggplant,2023-06-20,78,"(3, 3, 1)",Healthy,75.12224237524785,29.920826949454252,96194.01806486407
12,2023-09-06 17:07:06.770625,Carrot,2023-02-11,207,"(4, 3, 1)",Healthy,73.55802453937872,25.75365656772929,98133.23221448263
