Id,Timestamp,Plant Type,Start Date,Age,Position,Status,Moisture (%),Temperature (°C),Atmospheric Pressure (Pa)
1,2023-09-06 17:07:06.780483,Eggplant,2023-06-13,85,"(1, 1, 1)",Healthy,40.01587549314014,22.667712049069486,98945.53258658167
2,2023-09-06 17:07:06.780611,Tomato,2023-08-10,27,"(2, 1, 1)",Healthy,49.74322523629776,22.413990578981036,98675.34351048058
3,2023-09-06 17:07:06.780696,Cucumber,2023-02-25,193,"(3, 1, 1)",In Danger,52.25790537941118,20.38654915396016,94560.50536316824
4,2023-09-06 17:07:06.780762,Tomato,2023-01-28,221,"(4, 1, 1)",Healthy,48.46011842477901,29.943908742119135,97615.51410677317
5,2023-09-06 17:07:06.780828,Potato,2023-08-30,7,"(1, 2, 1)",In Danger,41.11673160852394,32.002484503798904,104136.44958835359
6,2023-09-06 17:07:06.780900,Tomato,2023-04-21,138,"(2, 2, 1)",Healthy,43.53343513924433,22.692461950706296,100377.96734362349
7,2023-09-06 17:07:06.780965,Cucumber,2023-07-13,55,"(3, 2, 1)",Healthy,45.141173980324936,27.769553814082737,96600.36046755918
8,2023-09-06 17:07:06.781030,Cucumber,2023-03-20,170,"(4, 2, 1)",Healthy,47.554074754706875,21.80561726424703,96338.95131171522
9,2023-09-06 17:07:06.781095,Potato,2023-05-13,116,"(1, 3, 1)",Healthy,45.92132914724614,19.235491594389323,96055.40444676238
10,2023-09-06 17:07:06.781154,Chili,2023-02-16,202,"(2, 3, 1)",In Danger,49.02446467849353,34.27221965022102,95602.44809629089
11,2023-09-06 17:07:06.781218,Eggplant,2023-06-20,78,"(3, 3, 1)",In Danger,47.76538645053555,37.509294597663676,97055.54509049837
12,2023-09-06 17:07:06.781274,Carrot,2023-02-11,207,"(4, 3, 1)",Healthy,50.47508992141413,26.15527568671668,98877.51037268237
