Id,Timestamp,Plant Type,Start Date,Age,Position,Status,Moisture (%),Temperature (°C),Atmospheric Pressure (Pa)
1,2023-09-06 16:45:42.247024,Eggplant,2023-06-13,85,"(1, 1, 1)",Healthy,62.58255359715205,22.137226780639676,98748.65131381295
2,2023-09-06 16:45:42.247161,Tomato,2023-08-10,27,"(2, 1, 1)",Healthy,63.23301024542876,22.31164628266188,99635.7947376779
3,2023-09-06 16:45:42.247225,Cucumber,2023-02-25,193,"(3, 1, 1)",In Danger,64.56596450634365,21.990546836546933,94801.21209626511
4,2023-09-06 16:45:42.247278,Tomato,2023-01-28,221,"(4, 1, 1)",Healthy,65.657454904646,25.07937660635588,97121.74413739261
5,2023-09-06 16:45:42.247328,Potato,2023-08-30,7,"(1, 2, 1)",Healthy,64.22487248259384,25.852776136389263,103224.52923905148
6,2023-09-06 16:45:42.247376,Tomato,2023-04-21,138,"(2, 2, 1)",Healthy,60.1178680950721,23.192232722340968,101322.19925643712
7,2023-09-06 16:45:42.247426,Cucumber,2023-07-13,55,"(3, 2, 1)",Healthy,61.304443945004735,23.65298131540857,95695.89392919572
8,2023-09-06 16:45:42.247475,Cucumber,2023-03-20,170,"(4, 2, 1)",Healthy,65.14732977159369,20.34390703272594,95361.5201605913
9,2023-09-06 16:45:42.247523,Potato,2023-05-13,116,"(1, 3, 1)",Healthy,64.47337637747528,24.0202835039325,96468.65381701305
10,2023-09-06 16:45:42.247570,Chili,2023-02-16,202,"(2, 3, 1)",Healthy,60.05162011801253,24.83563927578846,95909.60438276823
11,2023-09-06 16:45:42.247616,Eggplant,2023-06-20,78,"(3, 3, 1)",Healthy,66.59467179691555,23.853169163406122,96352.81128343473
12,2023-09-06 16:45:42.247676,Carrot,2023-02-11,207,"(4, 3, 1)",Healthy,63.42309297366172,23.91889510121102,99307.91939151152
