Id,Timestamp,Plant Type,Start Date,Age,Position,Status,Moisture (%),Temperature (°C),Atmospheric Pressure (Pa)
1,2023-09-06 17:07:06.784406,Eggplant,2023-06-13,85,"(1, 1, 1)",In Danger,31.428968527475995,23.033223858547505,99008.82954657337
2,2023-09-06 17:07:06.784538,Tomato,2023-08-10,27,"(2, 1, 1)",In Danger,38.099698348207454,26.169448860092217,99245.31225687561
3,2023-09-06 17:07:06.784610,Cucumber,2023-02-25,193,"(3, 1, 1)",In Danger,40.78611226481764,21.088659492757223,94148.3005084721
4,2023-09-06 17:07:06.784692,Tomato,2023-01-28,221,"(4, 1, 1)",In Danger,36.713826755659895,32.646257961265576,97761.40740557954
5,2023-09-06 17:07:06.784757,Potato,2023-08-30,7,"(1, 2, 1)",In Danger,31.51472666696901,31.4579450296187,104116.45980142061
6,2023-09-06 17:07:06.784814,Tomato,2023-04-21,138,"(2, 2, 1)",In Danger,32.26337133457042,22.982425905178513,101109.29741120791
7,2023-09-06 17:07:06.784871,Cucumber,2023-07-13,55,"(3, 2, 1)",In Danger,35.11098600682889,27.823754987848336,95903.3180671322
8,2023-09-06 17:07:06.784927,Cucumber,2023-03-20,170,"(4, 2, 1)",In Danger,38.57685169491354,22.17663256486866,96320.14961747722
9,2023-09-06 17:07:06.784984,Potato,2023-05-13,116,"(1, 3, 1)",In Danger,35.61917863494241,23.036389284916254,95856.36664994412
10,2023-09-06 17:07:06.785038,Chili,2023-02-16,202,"(2, 3, 1)",In Danger,40.24183409706703,37.775089940169124,95433.23403791552
11,2023-09-06 17:07:06.785093,Eggplant,2023-06-20,78,"(3, 3, 1)",In Danger,37.84977369992135,33.554684684843004,96425.70756322991
12,2023-09-06 17:07:06.785147,Carrot,2023-02-11,207,"(4, 3, 1)",Healthy,40.919724213771275,23.03918454134975,98464.93965348424
