Id,Timestamp,Plant Type,Start Date,Age,Position,Status,Moisture (%),Temperature (°C),Atmospheric Pressure (Pa)
1,2023-09-06 16:45:42.249514,Eggplant,2023-06-13,85,"(1, 1, 1)",Healthy,62.34236860925686,22.04604072105453,98812.61720356593
2,2023-09-06 16:45:42.249614,Tomato,2023-08-10,27,"(2, 1, 1)",Healthy,62.89577555358932,22.213104107540758,99697.17783874665
3,2023-09-06 16:45:42.249668,Cucumber,2023-02-25,193,"(3, 1, 1)",In Danger,63.61273405518352,22.284163296727925,94675.23895473576
4,2023-09-06 16:45:42.249718,Tomato,2023-01-28,221,"(4, 1, 1)",Healthy,65.42924031351741,24.916329510785594,97223.09528287026
5,2023-09-06 16:45:42.249765,Potato,2023-08-30,7,"(1, 2, 1)",Healthy,63.55348285225896,25.652596692543643,103142.74381171068
6,2023-09-06 16:45:42.249812,Tomato,2023-04-21,138,"(2, 2, 1)",Healthy,59.283487136621936,22.981208595481213,101275.33357694144
7,2023-09-06 16:45:42.249859,Cucumber,2023-07-13,55,"(3, 2, 1)",Healthy,60.88790104372845,23.557315881044,95656.72489246707
8,2023-09-06 16:45:42.249907,Cucumber,2023-03-20,170,"(4, 2, 1)",Healthy,64.73010873264697,20.625393288138294,95494.60724637714
9,2023-09-06 16:45:42.249953,Potato,2023-05-13,116,"(1, 3, 1)",Healthy,64.2154334162012,23.742817693533965,96368.18077740516
10,2023-09-06 16:45:42.249999,Chili,2023-02-16,202,"(2, 3, 1)",Healthy,59.48206006194009,24.61155683878919,95916.11257070352
11,2023-09-06 16:45:42.250045,Eggplant,2023-06-20,78,"(3, 3, 1)",Healthy,65.7015509980573,23.70543530277805,96254.06637996687
12,2023-09-06 16:45:42.250091,Carrot,2023-02-11,207,"(4, 3, 1)",Healthy,62.857446814596344,23.81016978778882,99422.66479179254
