Id,Timestamp,Plant Type,Start Date,Age,Position,Status,Moisture (%),Temperature (°C),Atmospheric Pressure (Pa)
1,2023-09-06 17:07:06.776958,Eggplant,2023-06-13,85,"(1, 1, 1)",Healthy,50.64123217162387,22.677039147484756,98615.7402027092
2,2023-09-06 17:07:06.777092,Tomato,2023-08-10,27,"(2, 1, 1)",Healthy,61.16069197342181,21.42074565724036,98773.25650006947
3,2023-09-06 17:07:06.777166,Cucumber,2023-02-25,193,"(3, 1, 1)",In Danger,60.718465081896554,20.059276350238704,94964.9659128957
4,2023-09-06 17:07:06.777229,Tomato,2023-01-28,221,"(4, 1, 1)",Healthy,55.70456100619012,28.909590185261507,97621.732243159
5,2023-09-06 17:07:06.777288,Potato,2023-08-30,7,"(1, 2, 1)",In Danger,54.74325926169107,33.2398437145417,103844.42172449615
6,2023-09-06 17:07:06.777346,Tomato,2023-04-21,138,"(2, 2, 1)",Healthy,53.32045835950632,22.0687495072338,100286.12714690661
7,2023-09-06 17:07:06.777403,Cucumber,2023-07-13,55,"(3, 2, 1)",Healthy,54.762123372841636,27.471463106048184,96438.01979525284
8,2023-09-06 17:07:06.777458,Cucumber,2023-03-20,170,"(4, 2, 1)",Healthy,57.00298660534497,22.499210378244715,96276.28782900274
9,2023-09-06 17:07:06.777514,Potato,2023-05-13,116,"(1, 3, 1)",Healthy,55.37074995096806,24.356872685594862,96892.99533574298
10,2023-09-06 17:07:06.777569,Chili,2023-02-16,202,"(2, 3, 1)",In Danger,59.87776551608346,30.326141913344625,95928.720998231
11,2023-09-06 17:07:06.777622,Eggplant,2023-06-20,78,"(3, 3, 1)",In Danger,59.648034094731926,34.460102893098274,96506.51313951377
12,2023-09-06 17:07:06.777676,Carrot,2023-02-11,207,"(4, 3, 1)",Healthy,61.28425099494337,26.400844447178322,99026.77168609605
