Id,Timestamp,Plant Type,Start Date,Age,Position,Status,Moisture (%),Temperature (°C),Atmospheric Pressure (Pa)
1,2023-09-06 16:41:19.213015,Eggplant,2023-06-13,85,"(1, 1, 1)",Healthy,68.00818925612786,23.56529495589918,98790.82841394715
2,2023-09-06 16:41:19.213169,Tomato,2023-08-10,27,"(2, 1, 1)",Healthy,69.7314372974469,24.210962272358373,99433.49264119359
3,2023-09-06 16:41:19.213245,Cucumber,2023-02-25,193,"(3, 1, 1)",Healthy,71.2763731248432,22.162944036163562,95305.6278800248
4,2023-09-06 16:41:19.213309,Tomato,2023-01-28,221,"(4, 1, 1)",Healthy,71.69874738614425,27.030344894761758,97241.64409291362
5,2023-09-06 16:41:19.213370,Potato,2023-08-30,7,"(1, 2, 1)",Healthy,71.00893850812989,27.284252250820565,103506.23589632113
6,2023-09-06 16:41:19.213429,Tomato,2023-04-21,138,"(2, 2, 1)",Healthy,64.55819774123546,25.0873451994505,101194.88016806223
7,2023-09-06 16:41:19.213488,Cucumber,2023-07-13,55,"(3, 2, 1)",Healthy,66.89016313179151,25.300449826290286,95791.81653368675
8,2023-09-06 16:41:19.213547,Cucumber,2023-03-20,170,"(4, 2, 1)",Healthy,71.14972809313392,19.007478793665676,95394.49071416064
9,2023-09-06 16:41:19.213603,Potato,2023-05-13,116,"(1, 3, 1)",Healthy,70.40162959967613,25.551352608901052,96505.45105969907
10,2023-09-06 16:41:19.213657,Chili,2023-02-16,202,"(2, 3, 1)",Healthy,67.25357307380614,26.932118215756645,96315.70926807687
11,2023-09-06 16:41:19.213713,Eggplant,2023-06-20,78,"(3, 3, 1)",Healthy,71.86338286548946,25.45121854435071,96660.56152067
12,2023-09-06 16:41:19.213768,Carrot,2023-02-11,207,"(4, 3, 1)",Healthy,68.48930267731315,25.867610908785835,99169.70576353846
