Id,Timestamp,Plant Type,Start Date,Age,Position,Status,Moisture (%),Temperature (°C),Atmospheric Pressure (Pa)
1,2023-09-06 15:29:10.303617,Eggplant,2023-06-13,85,"(1, 1, 1)",Healthy,75.49308793375349,16.06716865587338,98904.14421542328
2,2023-09-06 15:29:10.303644,Tomato,2023-08-10,27,"(2, 1, 1)",Healthy,40.910635757020096,16.187050559292256,99213.77330837172
3,2023-09-06 15:29:10.303655,Cucumber,2023-02-25,193,"(3, 1, 1)",Healthy,55.76150803996203,24.345064214001944,95344.86399282346
4,2023-09-06 15:29:10.303664,Tomato,2023-01-28,221,"(4, 1, 1)",Healthy,68.36593028299362,19.13175972330232,97573.47620392047
5,2023-09-06 15:29:10.303673,Potato,2023-08-30,7,"(1, 2, 1)",Healthy,68.56572022609149,29.200012793475114,103579.64636495087
6,2023-09-06 15:29:10.303682,Tomato,2023-04-21,138,"(2, 2, 1)",Healthy,73.09946498588619,17.08922534806467,101205.264622649
7,2023-09-06 15:29:10.303690,Cucumber,2023-07-13,55,"(3, 2, 1)",Healthy,51.578115982550464,27.061030198883085,95897.9896346427
8,2023-09-06 15:29:10.303699,Cucumber,2023-03-20,170,"(4, 2, 1)",Healthy,58.5869197140333,20.9214060922746,95428.42811286832
9,2023-09-06 15:29:10.303707,Potato,2023-05-13,116,"(1, 3, 1)",Healthy,42.78548142982591,17.490076494123272,96624.07171221469
10,2023-09-06 15:29:10.303716,Chili,2023-02-16,202,"(2, 3, 1)",Healthy,62.59657862861063,18.442002474848504,96084.61467578665
11,2023-09-06 15:29:10.303724,Eggplant,2023-06-20,78,"(3, 3, 1)",Healthy,78.81970286287986,17.65457744846418,95964.68175613512
12,2023-09-06 15:29:10.303732,Carrot,2023-02-11,207,"(4, 3, 1)",Healthy,58.17302895043713,27.876521174223058,98484.2028834664
