Id,Timestamp,Plant Type,Start Date,Age,Position,Status,Moisture (%),Temperature (°C),Atmospheric Pressure (Pa)
1,2023-09-06 17:07:06.786210,Eggplant,2023-06-13,85,"(1, 1, 1)",In Danger,27.517339681589313,25.843701284129292,99503.34700459536
2,2023-09-06 17:07:06.786344,Tomato,2023-08-10,27,"(2, 1, 1)",In Danger,31.984223008243184,24.25055279917074,98753.7955181889
3,2023-09-06 17:07:06.786416,Cucumber,2023-02-25,193,"(3, 1, 1)",In Danger,34.69281980462334,23.689557940108394,94444.9428814158
4,2023-09-06 17:07:06.786478,Tomato,2023-01-28,221,"(4, 1, 1)",In Danger,30.619269319437308,34.88813654245015,97684.54358453499
5,2023-09-06 17:07:06.786536,Potato,2023-08-30,7,"(1, 2, 1)",In Danger,27.10822349133352,33.601927191291246,103961.8682286097
6,2023-09-06 17:07:06.786593,Tomato,2023-04-21,138,"(2, 2, 1)",In Danger,27.936315937345903,21.73846074460851,101237.99337927168
7,2023-09-06 17:07:06.786650,Cucumber,2023-07-13,55,"(3, 2, 1)",In Danger,30.35414574104806,25.563249697209635,96290.53458523338
8,2023-09-06 17:07:06.786706,Cucumber,2023-03-20,170,"(4, 2, 1)",In Danger,35.270819700961475,20.131659995991804,96151.45237458093
9,2023-09-06 17:07:06.786761,Potato,2023-05-13,116,"(1, 3, 1)",In Danger,29.14079978520012,25.802863826176374,96197.03420106889
10,2023-09-06 17:07:06.786816,Chili,2023-02-16,202,"(2, 3, 1)",In Danger,36.84335939982829,35.23478135403319,95799.35437099767
11,2023-09-06 17:07:06.786871,Eggplant,2023-06-20,78,"(3, 3, 1)",In Danger,34.177852986107936,36.17883636704865,96283.67210850141
12,2023-09-06 17:07:06.786925,Carrot,2023-02-11,207,"(4, 3, 1)",In Danger,36.90162740453451,25.19439810824538,98908.8708693302
