Id,Timestamp,Plant Type,Start Date,Age,Position,Status,Moisture (%),Temperature (°C),Atmospheric Pressure (Pa)
1,2023-09-06 17:07:06.773223,Eggplant,2023-06-13,85,"(1, 1, 1)",Healthy,62.27295440306716,19.69618186082951,98692.60556736281
2,2023-09-06 17:07:06.773452,Tomato,2023-08-10,27,"(2, 1, 1)",Healthy,70.90639957533014,21.390979432852923,99370.30765652165
3,2023-09-06 17:07:06.773542,Cucumber,2023-02-25,193,"(3, 1, 1)",Healthy,69.17139056773266,20.329805907216116,95037.06300216062
4,2023-09-06 17:07:06.773609,Tomato,2023-01-28,221,"(4, 1, 1)",Healthy,67.09982377780531,29.465301263323298,97439.10742563294
5,2023-09-06 17:07:06.773676,Potato,2023-08-30,7,"(1, 2, 1)",Healthy,65.0243518220841,29.39050338220735,103859.28847528136
6,2023-09-06 17:07:06.773738,Tomato,2023-04-21,138,"(2, 2, 1)",Healthy,63.37546137726417,22.52265001515015,100611.88222460162
7,2023-09-06 17:07:06.773797,Cucumber,2023-07-13,55,"(3, 2, 1)",Healthy,67.7424242360886,25.610209705629924,96824.18396332224
8,2023-09-06 17:07:06.773855,Cucumber,2023-03-20,170,"(4, 2, 1)",Healthy,68.69023189306571,21.357521853495964,95650.89714231354
9,2023-09-06 17:07:06.773911,Potato,2023-05-13,116,"(1, 3, 1)",Healthy,68.50601331814947,28.320577273526506,96316.4496566741
10,2023-09-06 17:07:06.773967,Chili,2023-02-16,202,"(2, 3, 1)",Healthy,67.61998855955616,28.567978345113918,96626.88089669554
11,2023-09-06 17:07:06.774024,Eggplant,2023-06-20,78,"(3, 3, 1)",In Danger,69.08624391651539,31.357891299252124,96299.65108390975
12,2023-09-06 17:07:06.774078,Carrot,2023-02-11,207,"(4, 3, 1)",Healthy,69.55726322813379,22.937062054370916,98605.38605863301
