Id,Timestamp,Plant Type,Start Date,Age,Position,Status,Moisture (%),Temperature (°C),Atmospheric Pressure (Pa)
1,2023-09-06 16:45:42.251507,Eggplant,2023-06-13,85,"(1, 1, 1)",Healthy,61.67544676376829,21.898131598328888,98765.14118558123
2,2023-09-06 16:45:42.251596,Tomato,2023-08-10,27,"(2, 1, 1)",Healthy,62.067037438014324,22.123834537258777,99606.17673616241
3,2023-09-06 16:45:42.251648,Cucumber,2023-02-25,193,"(3, 1, 1)",In Danger,62.969944266726756,22.135459393611324,94788.74148967359
4,2023-09-06 16:45:42.251698,Tomato,2023-01-28,221,"(4, 1, 1)",Healthy,64.53465893218272,24.731829668808036,97171.24493906488
5,2023-09-06 16:45:42.251747,Potato,2023-08-30,7,"(1, 2, 1)",Healthy,63.3081449467955,25.381193813598376,103134.8192885781
6,2023-09-06 16:45:42.251795,Tomato,2023-04-21,138,"(2, 2, 1)",Healthy,59.51927189594965,22.86523658369846,101310.42930866999
7,2023-09-06 16:45:42.251843,Cucumber,2023-07-13,55,"(3, 2, 1)",Healthy,60.27249198344155,23.399501946694333,95702.85029096004
8,2023-09-06 16:45:42.251890,Cucumber,2023-03-20,170,"(4, 2, 1)",Healthy,64.31423016140675,20.91366009430885,95559.31668433863
9,2023-09-06 16:45:42.251935,Potato,2023-05-13,116,"(1, 3, 1)",Healthy,63.71725444230225,23.57983794109708,96507.49136645306
10,2023-09-06 16:45:42.251981,Chili,2023-02-16,202,"(2, 3, 1)",Healthy,60.20480169147791,24.441752926262932,96022.75575953667
11,2023-09-06 16:45:42.252027,Eggplant,2023-06-20,78,"(3, 3, 1)",Healthy,65.3570557494496,23.584935727480552,96197.09151205253
12,2023-09-06 16:45:42.252073,Carrot,2023-02-11,207,"(4, 3, 1)",Healthy,61.95577088090245,23.715415899506947,99347.62793469461
