Id,Timestamp,Plant Type,Start Date,Age,Position,Status,Moisture (%),Temperature (°C),Atmospheric Pressure (Pa)
1,2023-09-06 16:41:19.231355,Eggplant,2023-06-13,85,"(1, 1, 1)",Healthy,65.92096248620189,23.30911339501591,98634.23817854935
2,2023-09-06 16:41:19.231466,Tomato,2023-08-10,27,"(2, 1, 1)",Healthy,68.21901930975908,23.737778738307423,99371.95686075735
3,2023-09-06 16:41:19.231532,Cucumber,2023-02-25,193,"(3, 1, 1)",Healthy,69.21602317519675,21.95502250418202,95360.24010071339
4,2023-09-06 16:41:19.231590,Tomato,2023-01-28,221,"(4, 1, 1)",Healthy,69.49554495292104,26.490869984326345,97194.9080554992
5,2023-09-06 16:41:19.231644,Potato,2023-08-30,7,"(1, 2, 1)",Healthy,68.88527204782996,27.03577120117797,103382.78752558802
6,2023-09-06 16:41:19.231692,Tomato,2023-04-21,138,"(2, 2, 1)",Healthy,62.7884855043702,24.63355760576923,101130.583495967
7,2023-09-06 16:41:19.231740,Cucumber,2023-07-13,55,"(3, 2, 1)",Healthy,64.88807687633359,24.799227893533192,95789.11150479832
8,2023-09-06 16:41:19.231788,Cucumber,2023-03-20,170,"(4, 2, 1)",Healthy,68.84137968581767,19.448979266782345,95205.44624335608
9,2023-09-06 16:41:19.231835,Potato,2023-05-13,116,"(1, 3, 1)",Healthy,68.94957522745827,25.002038678757437,96518.82853580899
10,2023-09-06 16:41:19.231882,Chili,2023-02-16,202,"(2, 3, 1)",Healthy,64.57043277835785,26.24862879853605,96031.23605317598
11,2023-09-06 16:41:19.231929,Eggplant,2023-06-20,78,"(3, 3, 1)",Healthy,70.23897611943137,24.91957362921425,96563.48046210317
12,2023-09-06 16:41:19.231975,Carrot,2023-02-11,207,"(4, 3, 1)",Healthy,66.96399779660825,25.107072316787743,98981.89206405795
